Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify login with invalid credentials,High,User is on the product search page,Enter EUR amount and verify accurate conversion to USD.,2022-02-06T12:11:15Z,2024-07-18T12:12:11Z,666017adf902b,66601d7f32c5408430429d1a
Verify product price is displayed correctly,Low,User is on the currency conversion page,Enter invalid username and password and verify error message.,2022-02-28T21:07:41Z,2024-01-20T23:25:17Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify search functionality handles empty query,Medium,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-07-20T22:13:08Z,2023-01-17T02:28:00Z,666017adf902b,66601d7f32c5408430429d19
Verify user can proceed to checkout,High,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2021-12-19T09:29:59Z,2023-02-03T10:09:54Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product price is displayed correctly,Low,User is on the currency conversion page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-07-16T04:42:34Z,2023-04-16T06:23:56Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can complete purchase,Low,User is on the product details page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-02-07T10:22:42Z,2023-12-30T12:15:15Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product availability status is accurate,Low,User is on the currency conversion page,Enter valid username and password and verify successful login.,2021-03-14T04:25:04Z,2024-01-03T04:12:32Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify user can add product to cart,Medium,User is on the checkout page,Leave search query empty and verify appropriate message is displayed.,2021-06-07T11:24:13Z,2024-06-14T21:59:06Z,666017adf902b,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,High,User is on the currency conversion page,Check if product reviews are sorted by date in descending order.,2021-04-10T06:17:13Z,2023-07-18T09:58:07Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify user can add product to cart,Medium,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2021-09-03T21:52:51Z,2023-11-24T21:51:44Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can add product to cart,Low,User is on the product search page,Check if product images are displayed correctly and in high resolution.,2022-08-25T07:19:05Z,2023-05-18T15:23:56Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify product availability status is accurate,Low,User is on the currency conversion page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-06-24T09:31:26Z,2024-01-16T00:48:48Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify user can add product to cart,High,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-04-04T09:20:28Z,2023-02-16T15:21:35Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify product images are displayed correctly,Medium,User is on the login page,Check if product price is displayed accurately with correct currency format.,2021-08-02T08:49:34Z,2023-01-19T17:56:28Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify product availability status is accurate,Low,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2021-10-27T09:18:06Z,2024-05-24T14:11:01Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify product images are displayed correctly,Low,User has items in the shopping cart,Enter valid payment details and verify successful purchase completion.,2021-05-14T19:07:41Z,2023-12-24T01:25:33Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify search functionality handles empty query,Low,User is on the product details page,View product reviews and verify they are displayed correctly.,2021-02-23T00:19:44Z,2024-03-31T04:47:24Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Low,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2022-07-14T23:16:42Z,2023-06-18T07:09:32Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the registration page,Leave search query empty and verify appropriate message is displayed.,2022-07-18T05:20:08Z,2024-03-08T02:20:01Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Low,User is on the currency conversion page,Check if product reviews are sorted by date in descending order.,2022-04-29T08:19:48Z,2023-06-08T20:21:57Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify user can remove product from cart,High,User is on the login page,Check if product images are displayed correctly and in high resolution.,2021-06-27T05:14:04Z,2024-08-02T05:37:16Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify user can apply discount code,High,User is on the login page,Enter search query and verify correct products are displayed.,2021-05-28T02:32:13Z,2023-05-26T15:32:55Z,666017adf902b,66601d7f32c5408430429d1b
Verify search functionality returns correct results,High,User is on the currency conversion page,Enter valid username and password and verify successful login.,2021-12-09T04:25:15Z,2024-01-21T06:08:05Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the checkout page,Check if product images are displayed correctly and in high resolution.,2021-05-18T03:25:31Z,2023-12-02T22:38:31Z,666017adf902b,66601d7f32c5408430429d1b
Verify product availability status is accurate,High,User is on the checkout page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-08-02T21:28:06Z,2023-01-18T09:40:10Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify user can complete purchase,Medium,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2022-12-11T11:04:26Z,2023-04-26T04:01:48Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2021-04-12T22:43:05Z,2023-05-10T02:39:25Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify login with invalid credentials,High,User is on the login page,View product details and verify all information is displayed correctly.,2022-10-09T02:03:58Z,2023-10-23T01:29:40Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product availability status is accurate,High,User is on the product search page,Attempt to add product to cart and verify success message is displayed.,2022-09-08T15:07:42Z,2023-09-11T15:28:49Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify user can complete purchase,Medium,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2022-01-05T05:06:07Z,2024-02-27T22:08:56Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify user can complete purchase,Low,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2021-11-19T19:51:21Z,2023-10-28T03:26:29Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product details are displayed correctly,High,User has items in the shopping cart,Enter invalid username and password and verify error message.,2022-11-11T15:49:07Z,2024-04-18T02:51:51Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Low,User is on the currency conversion page,Enter valid username and password and verify successful login.,2022-05-06T11:04:12Z,2023-04-07T09:03:59Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Medium,User is on the checkout page,View product reviews and verify they are displayed correctly.,2021-08-01T13:53:37Z,2023-07-12T13:41:56Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,Low,User is on the product search page,View product details and verify all information is displayed correctly.,2021-08-05T04:24:59Z,2024-07-18T15:52:25Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product details are displayed correctly,High,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-04-25T23:52:59Z,2023-09-26T06:00:48Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify login with invalid credentials,Medium,User is on the product details page,Enter invalid data and verify error message.,2022-07-30T12:28:12Z,2024-04-05T06:44:04Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify search functionality returns correct results,High,User is on the product details page,Enter invalid username and password and verify error message.,2021-10-01T07:44:25Z,2023-12-24T21:56:55Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify search functionality returns correct results,High,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2022-03-24T15:39:14Z,2023-11-16T10:05:30Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify product reviews are displayed correctly,Medium,User is on the currency conversion page,Enter invalid data and verify error message.,2022-08-08T04:12:31Z,2023-10-27T07:36:43Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify user can add product to cart,Medium,User is on the login page,Attempt to remove product from cart and verify success message is displayed.,2022-05-28T14:52:35Z,2024-04-15T04:40:19Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2022-04-15T00:32:46Z,2024-08-11T09:16:54Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User has items in the shopping cart,Enter EUR amount and verify accurate conversion to USD.,2021-11-05T19:58:42Z,2023-12-06T01:41:03Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,High,User is on the product search page,Enter valid payment details and verify successful purchase completion.,2022-08-22T08:18:45Z,2024-07-14T12:27:23Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify search functionality handles empty query,High,User is on the checkout page,Enter valid payment details and verify successful purchase completion.,2022-11-02T09:16:23Z,2023-05-20T07:27:43Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product images are displayed correctly,Medium,User is on the login page,Enter USD amount and verify accurate conversion to EUR.,2022-04-29T16:01:05Z,2023-10-01T09:54:46Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify product details are displayed correctly,High,User is on the checkout page,Enter valid data and verify successful registration.,2021-04-17T08:27:23Z,2023-11-06T22:56:24Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify registration with valid data,Low,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2022-11-03T03:59:10Z,2023-12-15T15:44:10Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can add product to cart,Medium,User has items in the shopping cart,View product details and verify all information is displayed correctly.,2022-08-29T18:10:29Z,2023-05-15T17:22:15Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify product images are displayed correctly,High,User is on the currency conversion page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-08-04T10:09:11Z,2024-03-11T03:44:57Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
