Title,Category,Status,Priority,StartDate,EndDate,IssueType,Severity,Environment,Description,CreatedAt,UpdatedAt,AssignedTo,TestRunID
Implement pagination for search results,Improvement,Closed,Medium,6/28/2023,4/4/2024,Server Error,Minor,QA,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,2021-12-12T22:39:01Z,2023-10-29T07:26:54Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae2
Product image not loading on details page,Task,Closed,High,9/13/2023,12/9/2022,Tracking,Major,Production,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2022-06-23T16:13:26Z,2023-08-19T21:39:43Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adf
Improve checkout process,Task,Open,Low,5/12/2023,4/2/2023,SEO,Minor,Production,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-06-11T21:24:56Z,2024-05-30T08:21:45Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae2
Improve checkout process,Task,Open,High,2/9/2023,6/23/2023,SEO,Minor,Staging,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",2021-01-03T09:45:57Z,2023-02-02T09:54:25Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ad9
Improve checkout process,Task,Open,Medium,9/29/2022,10/17/2023,UI/Design,Major,Staging,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2021-07-06T00:58:49Z,2023-05-29T06:51:40Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Add tracking code for user interactions,Improvement,Closed,Medium,1/15/2023,12/18/2023,Performance,Critical,Production,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,2021-12-26T14:59:33Z,2023-11-10T09:09:51Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6adb
Fix server error on checkout,Bug,Closed,Low,9/26/2022,3/29/2023,Tracking,Minor,Staging,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",2021-06-26T17:44:48Z,2024-02-25T17:08:19Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae4
Fix server error on checkout,Task,Closed,Low,2/1/2023,1/5/2023,Performance,Major,QA,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,2021-10-24T14:44:14Z,2023-11-15T03:58:26Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae1
Implement pagination for search results,Improvement,Closed,Low,3/4/2023,10/26/2022,Tracking,Critical,Development,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2021-05-13T21:31:15Z,2024-05-19T22:09:58Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ad9
Update error messages for login,Bug,Closed,Low,11/29/2022,6/9/2023,Server Error,Minor,QA,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2022-01-16T01:30:46Z,2024-04-26T07:29:39Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae1
Fix server error on checkout,Bug,In Progress,Low,6/30/2023,8/4/2024,UI/Design,Critical,Staging,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,2022-10-22T21:07:42Z,2022-01-12T20:55:43Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae4
Optimize database queries,Bug,In Progress,High,1/26/2023,5/7/2023,Performance,Critical,Development,Nulla tellus. In sagittis dui vel nisl.,2022-01-06T13:03:44Z,2022-12-16T19:15:21Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae1
Optimize database queries,Bug,Closed,Low,9/18/2023,8/26/2023,SEO,Major,Staging,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,2022-10-18T22:15:25Z,2022-03-04T04:10:11Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae0
Improve search functionality,Bug,Open,Low,6/7/2023,11/28/2023,Functionality,Critical,Development,Etiam faucibus cursus urna. Ut tellus.,2021-10-18T16:52:45Z,2023-08-09T19:53:32Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adb
Improve search functionality,Task,Open,Low,10/19/2022,2/6/2023,Server Error,Major,Staging,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2022-08-07T21:11:30Z,2023-04-11T16:45:33Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ade
Improve search functionality,Bug,Closed,Medium,3/18/2023,5/29/2024,SEO,Minor,Production,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",2021-12-26T12:09:37Z,2024-02-09T07:21:30Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae0
Login button not responsive,Task,Open,High,12/16/2022,2/25/2024,Performance,Minor,QA,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2022-12-20T11:17:01Z,2022-10-13T03:18:34Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adf
Optimize database queries,Bug,Open,Low,5/18/2023,7/25/2024,Functionality,Major,Staging,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",2022-07-03T08:29:40Z,2023-11-13T13:28:57Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae3
Update error messages for login,Improvement,Open,Low,2/20/2023,11/11/2022,Tracking,Minor,Production,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",2022-10-02T18:47:19Z,2023-06-28T15:54:28Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Update error messages for login,Bug,In Progress,High,3/4/2023,6/8/2024,Server Error,Minor,Production,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2022-12-23T19:32:10Z,2022-11-28T11:02:51Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Improve search functionality,Improvement,In Progress,High,11/20/2022,12/17/2022,Server Error,Critical,QA,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,2022-09-21T01:00:20Z,2023-11-06T14:28:48Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae4
Improve checkout process,Task,Closed,Medium,4/20/2023,10/4/2023,Functionality,Major,Development,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2022-05-15T05:51:47Z,2022-08-09T10:26:06Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae8
Add tracking code for user interactions,Task,In Progress,High,5/3/2023,1/6/2024,Functionality,Critical,Development,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",2021-01-04T08:49:26Z,2023-05-17T13:12:38Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae7
Update UI design for homepage,Improvement,Open,Medium,12/24/2022,2/8/2024,Performance,Major,Production,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,2022-09-23T13:52:57Z,2022-05-28T08:35:43Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ade
Improve search functionality,Improvement,In Progress,Medium,11/3/2022,8/13/2024,SEO,Minor,Production,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-04-21T19:10:19Z,2023-10-10T15:56:00Z,665f39f9eef319f64ee080f6,6660219ed70be
Product image not loading on details page,Improvement,In Progress,High,9/4/2022,10/22/2022,Functionality,Minor,Staging,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2021-09-02T11:25:35Z,2022-12-26T10:47:43Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae0
Optimize database queries,Bug,Open,High,4/6/2023,4/2/2024,Tracking,Critical,QA,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2021-04-21T06:42:50Z,2024-02-17T08:26:05Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae5
Add tracking code for user interactions,Improvement,Open,Medium,9/27/2023,12/3/2022,UI/Design,Critical,Staging,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2022-02-20T14:57:33Z,2022-08-28T13:54:11Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adf
Fix broken links on product details page,Task,Open,Low,11/28/2022,7/4/2024,UI/Design,Major,QA,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",2022-06-20T10:04:38Z,2024-07-23T02:10:49Z,666011d01cc6e634de0ff70d,6660219ed70be
Add tracking code for user interactions,Task,In Progress,Medium,9/26/2023,7/11/2023,Performance,Critical,QA,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",2022-10-09T22:19:07Z,2024-03-30T20:06:03Z,666011d01cc6e634de0ff70d,6660219ed70bea06e9ff6ae5
Fix broken links on product details page,Improvement,Open,High,10/1/2022,8/20/2024,Console Error,Minor,Development,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",2021-06-27T02:52:06Z,2024-06-25T02:46:09Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ade
Fix server error on checkout,Improvement,Closed,Medium,5/30/2023,11/12/2022,Performance,Minor,Staging,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2022-07-27T19:40:12Z,2024-03-02T04:53:18Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6adb
Implement pagination for search results,Task,Open,Medium,9/25/2023,1/26/2023,UI/Design,Minor,Production,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",2021-06-07T14:54:19Z,2022-11-25T21:52:33Z,665f39f9eef319f64ee080f6,6660219ed70bea06e9ff6ae9
